Source,Target,Weight
7940,7918,77
7940,7908,46
7940,7914,68
7940,7912,17
7940,7931,57
7940,7916,75
7940,7922,41
7940,7938,77
7940,7934,69
7940,7924,30
7940,7920,35
7940,7929,57
7942,7983,68
7942,8184,81
7942,7951,49
7942,8305,89
7942,8091,68
7942,8000,95
7942,8073,39
7942,7978,89
7942,8198,89
7942,8280,39
7942,8023,97
7942,8474,77
7942,7975,96
7942,8272,57
7942,7959,74
7942,8149,92
7942,7970,77
7942,7973,92
7942,8174,51
7942,8300,95
7942,8121,79
7942,8008,61
7942,7944,31
7942,8136,62
7942,7962,68
7942,10167,36
7942,8109,30
7942,8780,44
7942,7957,89
7942,7990,56
7942,7992,113
7942,16996,1
7942,9647,37
7942,7980,47
7942,7946,73
7942,8211,71
7942,8033,62
7942,8028,62
7942,7949,92
7942,8904,55
7942,8002,50
7942,8321,52
7942,7953,74
7942,8084,96
7942,8086,54
7942,8186,65
7942,8495,48
7942,7955,40
7942,8703,44
7942,7964,72
7942,8018,60
7942,8738,33
7942,8005,77
7942,8124,68
7942,8243,102
7942,8056,57
7942,8460,99
7942,8163,53
7942,7985,79
7942,7998,54
7942,8020,86
7942,10937,4
7942,8245,70
7942,8093,54
7942,8114,69
7942,8219,66
7942,9066,81
7942,8140,55
7942,8111,44
7942,8848,55
7942,7994,74
7942,8031,51
7942,8428,39
7942,8045,32
7942,8131,68
7942,7988,58
7942,7967,64
7942,8647,55
7942,8287,102
7942,10112,40
7942,8413,45
7942,8188,68
7942,8016,59
7942,8167,64
7942,8119,73
7942,8047,60
7942,8011,90
7942,7920,62
7942,7938,86
7942,7910,57
7942,7906,75
7942,7916,68
7942,7934,123
7942,7931,62
7942,7912,27
7942,7914,90
7942,7922,68
7942,7924,41
7942,7940,66
7942,7936,46
7942,7918,94
7942,7929,67
7942,7926,75
7942,7908,46
7944,8084,130
7944,7946,34
7944,7983,158
7944,10167,20
7944,8219,37
7944,8738,20
7944,8245,32
7944,8000,44
7944,8848,22
7944,8321,30
7944,8023,24
7944,8495,129
7944,7957,35
7944,8300,42
7944,7962,27
7944,8093,74
7944,8011,48
7944,8474,28
7944,7994,94
7944,8904,113
7944,8131,162
7944,7988,145
7944,8188,137
7944,8018,92
7944,7975,32
7944,8111,25
7944,8073,100
7944,8413,85
7944,8460,42
7944,8124,158
7944,10937,3
7944,8186,57
7944,7980,96
7944,8008,119
7944,7967,57
7944,10112,42
7944,8305,33
7944,8091,122
7944,7985,29
7944,7964,103
7944,8243,123
7944,8211,29
7944,7970,26
7944,7955,111
7944,8028,122
7944,8428,105
7944,7998,124
7944,8163,74
7944,7949,157
7944,8167,137
7944,7951,104
7944,7990,26
7944,8005,118
7944,8272,93
7944,7992,43
7944,8002,31
7944,8031,64
7944,8149,41
7944,9066,29
7944,8109,7
7944,8184,41
7944,8056,33
7944,7959,46
7944,8703,31
7944,8045,124
7944,8016,157
7944,8780,24
7944,8114,49
7944,7953,132
7944,8174,112
7944,7973,38
7944,8280,16
7944,7978,129
7944,8121,29
7944,8047,57
7944,8086,82
7944,8020,34
7944,8136,42
7944,8119,39
7944,8033,111
7944,8140,117
7944,8287,39
7944,8198,39
7944,8647,140
7944,9647,78
7944,7910,32
7944,7942,31
7944,7918,29
7944,7931,61
7944,7936,116
7944,7940,32
7944,7929,90
7944,7914,31
7944,7908,128
7944,7912,86
7944,7922,128
7944,7938,42
7944,7906,26
7944,7934,28
7944,7920,107
7944,7924,158
7944,7926,45
7944,7916,48
7946,7955,42
7946,8016,59
7946,7998,50
7946,7973,107
7946,8174,38
7946,8136,76
7946,7959,78
7946,10167,42
7946,8321,42
7946,8000,70
7946,8045,33
7946,8738,31
7946,9066,62
7946,8033,68
7946,8005,65
7946,7990,52
7946,8188,51
7946,8084,69
7946,8703,37
7946,8011,84
7946,7985,85
7946,7970,43
7946,8093,108
7946,8047,64
7946,7992,80
7946,8211,66
7946,8023,56
7946,8119,62
7946,7975,86
7946,8219,53
7946,8305,67
7946,8073,34
7946,7978,56
7946,8020,76
7946,8018,51
7946,7964,62
7946,8124,66
7946,8163,43
7946,8272,65
7946,8086,82
7946,8167,45
7946,8031,52
7946,8109,27
7946,8245,82
7946,8474,73
7946,8287,85
7946,8121,68
7946,7983,51
7946,7951,57
7946,7967,74
7946,7980,54
7946,8184,71
7946,7962,43
7946,9647,50
7946,8149,85
7946,7953,77
7946,8848,38
7946,8413,37
7946,8904,57
7946,7949,69
7946,8008,57
7946,8300,88
7946,8280,37
7946,10112,49
7946,8460,74
7946,7957,75
7946,10937,5
7946,8647,53
7946,8243,97
7946,8002,45
7946,8780,45
7946,8428,38
7946,8140,43
7946,8091,63
7946,8131,56
7946,8186,74
7946,8114,66
7946,7994,56
7946,8028,59
7946,8495,43
7946,8111,36
7946,7988,49
7946,8198,100
7946,8056,50
7946,7944,34
7946,7931,66
7946,7912,28
7946,7910,45
7946,7942,73
7946,7936,60
7946,7916,84
7946,7929,72
7946,7940,69
7946,7924,48
7946,7918,71
7946,7922,54
7946,7914,74
7946,7934,61
7946,7938,82
7946,7908,52
7946,7906,71
7946,7926,65
7946,7920,49
7949,8300,94
7949,8186,117
7949,8093,116
7949,7992,119
7949,8904,212
7949,7998,232
7949,8124,367
7949,8000,101
7949,7957,78
7949,8428,232
7949,7973,76
7949,8149,90
7949,8163,114
7949,8647,298
7949,8738,25
7949,8140,259
7949,8287,67
7949,8474,43
7949,8002,48
7949,7967,145
7949,8119,73
7949,7978,303
7949,8703,39
7949,8023,63
7949,8011,91
7949,7983,364
7949,8033,211
7949,9647,167
7949,7951,164
7949,8495,268
7949,8028,311
7949,8245,47
7949,8174,211
7949,8086,152
7949,8084,282
7949,8131,320
7949,8114,72
7949,7955,253
7949,7985,65
7949,7975,69
7949,10167,32
7949,7988,352
7949,8008,248
7949,8016,280
7949,8031,127
7949,8045,224
7949,8056,54
7949,8020,73
7949,7964,250
7949,8018,203
7949,8272,205
7949,8211,64
7949,10937,4
7949,8780,29
7949,8091,265
7949,9066,59
7949,8121,43
7949,8184,81
7949,8243,321
7949,8136,51
7949,8305,56
7949,7970,33
7949,8047,107
7949,8460,100
7949,7994,182
7949,7990,38
7949,8005,282
7949,8111,26
7949,8073,184
7949,8280,39
7949,7959,96
7949,8198,77
7949,8188,288
7949,8109,18
7949,8413,151
7949,7962,40
7949,7953,317
7949,8167,315
7949,8848,29
7949,7980,154
7949,8321,50
7949,10112,86
7949,8219,72
7949,7931,101
7949,7918,102
7949,7920,202
7949,7912,197
7949,7938,100
7949,7942,92
7949,7940,60
7949,7926,83
7949,7929,199
7949,7906,46
7949,7944,157
7949,7908,231
7949,7916,87
7949,7936,186
7949,7946,69
7949,7914,57
7949,7924,304
7949,7934,91
7949,7922,260
7949,7910,48
7951,8045,115
7951,7992,62
7951,8119,43
7951,8005,152
7951,7962,26
7951,7988,144
7951,9647,102
7951,8111,23
7951,8124,159
7951,8184,55
7951,8245,38
7951,8114,57
7951,8243,161
7951,8084,150
7951,8300,56
7951,8280,29
7951,8018,114
7951,9066,33
7951,8086,98
7951,7994,117
7951,8167,138
7951,8413,98
7951,8474,47
7951,8321,29
7951,8163,85
7951,8780,21
7951,7980,115
7951,8033,131
7951,8008,142
7951,8428,111
7951,7953,162
7951,8848,24
7951,8020,45
7951,10167,31
7951,7990,24
7951,8023,30
7951,8198,51
7951,8016,159
7951,8219,43
7951,10112,58
7951,8647,151
7951,10937,3
7951,8140,131
7951,8460,49
7951,7957,50
7951,8047,70
7951,8011,56
7951,8149,57
7951,8000,54
7951,8186,77
7951,8188,133
7951,8091,153
7951,8028,139
7951,7983,164
7951,7967,100
7951,8703,29
7951,7975,53
7951,7978,157
7951,8093,90
7951,8002,33
7951,7998,186
7951,7973,59
7951,8272,141
7951,8211,35
7951,8131,158
7951,8174,108
7951,8109,13
7951,8056,32
7951,8287,46
7951,7985,44
7951,8121,32
7951,8904,137
7951,8031,77
7951,7959,63
7951,8305,47
7951,8073,109
7951,8136,49
7951,8495,152
7951,7970,23
7951,7964,122
7951,8738,21
7951,7955,113
7951,7942,49
7951,7914,48
7951,7908,141
7951,7926,62
7951,7940,43
7951,7918,49
7951,7910,33
7951,7924,165
7951,7949,164
7951,7916,56
7951,7912,90
7951,7922,155
7951,7906,33
7951,7944,104
7951,7946,57
7951,7920,120
7951,7938,62
7951,7936,118
7951,7934,32
7951,7931,96
7951,7929,112
7953,8086,166
7953,8186,132
7953,7957,73
7953,8073,152
7953,8167,253
7953,8093,132
7953,10167,28
7953,8091,253
7953,8184,82
7953,8084,237
7953,7962,38
7953,8002,43
7953,8428,179
7953,7988,280
7953,10112,86
7953,8300,97
7953,8280,45
7953,8119,66
7953,8474,52
7953,7990,55
7953,7955,197
7953,7964,221
7953,8011,76
7953,8163,110
7953,8188,232
7953,7975,70
7953,8738,21
7953,8245,52
7953,8413,123
7953,8031,127
7953,8124,330
7953,8045,194
7953,7998,217
7953,8305,59
7953,8495,220
7953,7992,100
7953,8272,222
7953,8023,43
7953,9066,55
7953,8047,114
7953,8028,286
7953,7985,77
7953,8321,57
7953,7973,94
7953,8109,19
7953,8174,185
7953,8114,67
7953,8703,34
7953,7978,242
7953,7994,171
7953,8018,164
7953,10937,5
7953,8848,26
7953,8140,200
7953,8121,49
7953,8136,55
7953,8149,86
7953,8033,219
7953,8016,227
7953,8008,232
7953,7980,154
7953,8056,41
7953,8020,55
7953,8647,255
7953,7967,154
7953,8211,54
7953,8219,56
7953,9647,180
7953,7959,85
7953,8131,256
7953,8460,84
7953,8005,249
7953,8287,62
7953,8000,80
7953,8780,23
7953,7970,34
7953,8198,89
7953,8904,179
7953,8111,33
7953,8243,281
7953,7983,285
7953,7918,82
7953,7924,268
7953,7920,190
7953,7940,50
7953,7910,44
7953,7931,108
7953,7951,162
7953,7914,65
7953,7936,172
7953,7908,198
7953,7942,74
7953,7922,227
7953,7946,77
7953,7906,48
7953,7929,199
7953,7944,132
7953,7934,56
7953,7926,79
7953,7916,91
7953,7949,317
7953,7938,100
7953,7912,185
7955,8073,133
7955,8428,158
7955,8738,21
7955,8121,27
7955,8136,33
7955,8018,119
7955,7988,190
7955,9066,40
7955,8245,34
7955,8287,44
7955,8188,187
7955,7983,211
7955,7994,121
7955,8114,43
7955,7980,114
7955,8848,25
7955,9647,112
7955,8119,47
7955,8023,30
7955,7985,43
7955,8086,88
7955,7992,68
7955,8904,127
7955,8305,37
7955,8219,44
7955,8474,34
7955,8047,60
7955,8198,43
7955,7962,31
7955,7957,53
7955,7959,55
7955,8002,33
7955,8011,51
7955,8243,165
7955,8091,164
7955,7970,25
7955,8413,106
7955,8111,29
7955,8647,188
7955,7990,34
7955,8495,159
7955,8186,82
7955,8149,50
7955,8460,52
7955,8272,143
7955,8174,140
7955,8321,35
7955,7964,153
7955,8016,163
7955,8167,182
7955,7973,43
7955,8124,216
7955,8780,20
7955,7978,174
7955,8211,35
7955,8703,30
7955,8280,26
7955,8163,77
7955,8140,157
7955,8300,56
7955,8000,51
7955,8084,181
7955,8056,41
7955,8028,173
7955,8093,80
7955,8008,142
7955,8184,52
7955,7967,91
7955,10167,24
7955,8045,144
7955,8020,41
7955,10112,64
7955,8109,9
7955,7998,151
7955,8131,198
7955,7975,45
7955,8005,161
7955,8031,80
7955,8033,141
7955,10937,4
7955,7946,42
7955,7918,46
7955,7914,38
7955,7931,63
7955,7934,39
7955,7938,55
7955,7910,35
7955,7936,134
7955,7906,31
7955,7929,122
7955,7953,197
7955,7949,253
7955,7908,158
7955,7922,168
7955,7942,40
7955,7944,111
7955,7916,53
7955,7912,115
7955,7924,179
7955,7920,132
7955,7926,51
7955,7940,38
7955,7951,113
7957,10112,42
7957,8073,51
7957,8647,66
7957,8000,83
7957,8321,51
7957,8045,35
7957,8460,80
7957,8086,66
7957,8056,59
7957,8124,69
7957,7973,88
7957,8280,51
7957,7990,58
7957,8016,56
7957,8136,69
7957,8023,58
7957,7992,105
7957,8111,40
7957,8033,72
7957,9647,37
7957,8428,51
7957,8188,53
7957,7998,54
7957,7988,54
7957,8119,80
7957,8300,105
7957,8495,40
7957,8149,90
7957,8243,86
7957,8093,55
7957,8413,41
7957,7978,69
7957,8474,69
7957,8140,61
7957,10937,4
7957,8211,77
7957,8109,36
7957,8780,41
7957,8084,97
7957,8703,51
7957,8131,70
7957,8005,67
7957,8091,77
7957,8047,63
7957,8272,70
7957,8031,53
7957,9066,101
7957,7970,46
7957,8198,88
7957,8167,61
7957,7994,64
7957,8904,48
7957,8121,58
7957,8018,63
7957,10167,38
7957,8738,39
7957,8028,79
7957,8848,48
7957,8114,63
7957,7985,78
7957,7983,65
7957,7959,88
7957,8008,61
7957,8186,73
7957,8219,74
7957,7980,39
7957,8020,76
7957,7962,54
7957,7975,91
7957,8011,100
7957,8305,84
7957,7964,87
7957,7967,85
7957,8002,52
7957,8163,50
7957,8287,84
7957,8184,83
7957,8245,71
7957,8174,42
7957,7953,73
7957,7949,78
7957,7944,35
7957,7910,66
7957,7942,89
7957,7908,69
7957,7934,78
7957,7955,53
7957,7929,75
7957,7914,69
7957,7936,37
7957,7906,71
7957,7938,89
7957,7951,50
7957,7926,69
7957,7924,56
7957,7931,66
7957,7918,82
7957,7946,75
7957,7940,65
7957,7916,84
7957,7922,62
7957,7920,61
7957,7912,25
7959,8018,71
7959,8163,64
7959,8149,81
7959,8109,29
7959,8084,106
7959,7973,75
7959,8848,36
7959,8904,60
7959,7978,80
7959,9066,67
7959,8131,87
7959,8272,81
7959,8186,79
7959,10167,35
7959,8011,82
7959,8031,67
7959,8413,53
7959,8000,78
7959,8028,119
7959,8016,63
7959,7980,54
7959,7988,69
7959,8219,67
7959,8198,70
7959,8780,40
7959,7975,75
7959,8124,77
7959,8114,66
7959,9647,40
7959,8167,69
7959,7964,89
7959,8495,61
7959,8023,55
7959,8188,80
7959,7992,103
7959,8005,91
7959,8321,50
7959,8245,60
7959,7994,76
7959,8243,103
7959,7983,80
7959,8280,41
7959,8119,72
7959,7985,79
7959,8647,68
7959,10937,6
7959,7967,90
7959,8211,64
7959,8111,38
7959,8287,72
7959,8008,76
7959,8033,90
7959,8002,48
7959,8738,32
7959,8047,69
7959,8460,76
7959,7962,48
7959,8020,65
7959,7970,41
7959,7990,57
7959,8184,82
7959,8091,90
7959,8703,47
7959,8121,64
7959,8045,39
7959,7998,59
7959,8305,73
7959,8174,50
7959,8073,57
7959,8093,69
7959,8140,71
7959,8136,53
7959,8300,81
7959,8474,61
7959,8086,57
7959,10112,39
7959,8056,57
7959,8428,59
7959,7940,64
7959,7908,78
7959,7910,60
7959,7946,78
7959,7942,74
7959,7929,92
7959,7906,58
7959,7926,82
7959,7922,73
7959,7955,55
7959,7912,32
7959,7916,76
7959,7938,97
7959,7920,78
7959,7934,71
7959,7944,46
7959,7914,51
7959,7957,88
7959,7924,57
7959,7949,96
7959,7951,63
7959,7953,85
7959,7936,51
7959,7918,78
7959,7931,72
7962,8272,33
7962,8045,23
7962,8008,33
7962,8114,49
7962,7998,26
7962,8703,35
7962,8084,52
7962,9066,55
7962,8124,34
7962,8287,61
7962,8245,55
7962,8020,58
7962,8005,34
7962,8016,29
7962,8219,47
7962,8091,44
7962,8056,45
7962,8000,58
7962,8121,51
7962,8184,55
7962,8163,30
7962,8131,42
7962,8780,41
7962,8140,34
7962,7967,44
7962,10937,5
7962,7988,37
7962,8186,38
7962,8474,60
7962,8243,45
7962,8280,25
7962,8321,72
7962,8167,39
7962,8904,35
7962,8093,37
7962,7992,65
7962,7978,36
7962,8018,41
7962,10112,21
7962,8413,29
7962,8047,39
7962,8033,36
7962,8111,39
7962,8086,32
7962,8198,58
7962,10167,24
7962,8211,56
7962,8428,32
7962,8460,57
7962,8300,54
7962,8188,39
7962,8149,61
7962,8109,27
7962,16996,1
7962,8174,27
7962,7990,53
7962,8002,35
7962,7994,42
7962,8031,39
7962,7970,61
7962,8073,25
7962,7964,36
7962,8028,28
7962,8119,51
7962,8136,47
7962,8023,57
7962,8647,34
7962,8011,58
7962,7973,58
7962,8848,36
7962,8305,54
7962,7980,37
7962,7983,34
7962,7985,50
7962,8495,32
7962,9647,18
7962,7975,57
7962,8738,32
7962,7929,45
7962,7940,52
7962,7951,26
7962,7922,29
7962,7926,50
7962,7953,38
7962,7944,27
7962,7908,34
7962,7942,68
7962,7910,37
7962,7955,31
7962,7906,53
7962,7936,27
7962,7924,28
7962,7946,43
7962,7912,12
7962,7938,49
7962,7916,52
7962,7959,48
7962,7914,64
7962,7957,54
7962,7949,40
7962,7918,52
7962,7931,40
7962,7920,37
7962,7934,62
7964,7994,157
7964,8186,116
7964,8011,75
7964,7973,72
7964,8045,130
7964,8028,227
7964,8703,37
7964,8056,61
7964,8780,26
7964,8163,99
7964,8023,40
7964,8149,89
7964,8018,162
7964,8091,175
7964,8460,85
7964,8287,71
7964,8848,30
7964,8300,96
7964,9647,119
7964,8119,67
7964,8136,52
7964,7980,119
7964,8002,61
7964,7967,132
7964,8243,221
7964,8016,171
7964,8219,61
7964,7992,108
7964,8321,43
7964,10167,31
7964,8086,129
7964,8272,181
7964,7985,63
7964,8020,63
7964,9066,54
7964,7988,204
7964,8211,57
7964,8184,83
7964,8073,120
7964,8008,188
7964,8124,212
7964,8084,215
7964,8131,198
7964,8428,146
7964,8140,191
7964,8245,49
7964,8031,116
7964,8738,25
7964,8474,49
7964,8111,26
7964,8000,96
7964,7978,175
7964,10937,5
7964,10112,79
7964,8280,39
7964,8005,197
7964,8109,20
7964,8093,107
7964,8167,190
7964,7970,28
7964,7998,161
7964,8188,176
7964,8647,201
7964,8033,177
7964,8305,62
7964,8413,117
7964,7975,74
7964,7990,38
7964,8198,75
7964,8047,112
7964,8114,66
7964,8121,40
7964,8174,141
7964,8904,152
7964,7983,198
7964,8495,156
7964,7926,72
7964,7934,59
7964,7924,184
7964,7918,82
7964,7953,221
7964,7959,89
7964,7946,62
7964,7922,176
7964,7955,153
7964,7908,168
7964,7920,155
7964,7944,103
7964,7942,72
7964,7910,52
7964,7912,114
7964,7936,117
7964,7949,250
7964,7916,77
7964,7940,56
7964,7962,36
7964,7931,87
7964,7906,46
7964,7914,60
7964,7929,145
7964,7957,87
7964,7938,97
7964,7951,122
7967,8149,96
7967,8119,81
7967,9647,72
7967,8305,66
7967,8005,142
7967,8184,88
7967,8056,49
7967,8114,72
7967,8321,43
7967,8121,50
7967,8136,58
7967,7990,39
7967,8174,82
7967,8140,105
7967,8163,78
7967,8167,102
7967,7988,111
7967,8000,79
7967,8186,97
7967,8428,102
7967,8474,58
7967,7970,32
7967,7998,90
7967,8073,82
7967,8738,28
7967,8198,89
7967,8780,30
7967,8011,99
7967,8020,78
7967,8287,67
7967,8495,89
7967,8124,160
7967,8086,98
7967,8028,118
7967,8109,22
7967,8091,165
7967,8016,96
7967,8188,116
7967,8211,75
7967,7978,118
7967,8280,56
7967,7992,114
7967,8703,41
7967,8084,158
7967,7985,76
7967,8047,96
7967,10937,5
7967,8413,59
7967,7983,136
7967,7975,70
7967,9066,58
7967,8460,81
7967,8031,84
7967,7980,80
7967,8033,114
7967,8045,63
7967,7973,82
7967,8243,156
7967,8131,107
7967,8272,120
7967,8219,75
7967,8023,49
7967,8111,29
7967,8245,50
7967,8904,92
7967,8300,89
7967,8647,124
7967,7994,90
7967,10167,36
7967,10112,63
7967,8093,90
7967,8018,104
7967,8008,102
7967,8848,31
7967,8002,59
7967,7916,83
7967,7924,102
7967,7929,185
7967,7922,104
7967,7949,145
7967,7964,132
7967,7962,44
7967,7914,59
7967,7910,57
7967,7926,76
7967,7908,122
7967,7944,57
7967,7918,74
7967,7934,64
7967,7931,96
7967,7946,74
7967,7951,100
7967,7959,90
7967,7912,54
7967,7955,91
7967,7920,87
7967,7953,154
7967,7938,110
7967,7906,48
7967,7936,69
7967,7940,65
7967,7957,85
7967,7942,64
7970,8000,51
7970,8093,27
7970,7975,53
7970,8023,92
7970,8140,25
7970,8086,29
7970,10937,2
7970,8198,57
7970,8121,66
7970,8056,44
7970,8109,28
7970,8738,31
7970,8280,27
7970,9066,68
7970,8272,25
7970,7988,30
7970,8020,55
7970,8011,57
7970,8136,37
7970,10112,17
7970,8114,42
7970,8005,29
7970,8460,53
7970,8245,52
7970,8219,36
7970,8495,25
7970,9647,17
7970,8018,30
7970,8188,32
7970,8033,32
7970,16996,1
7970,7990,59
7970,7992,74
7970,8111,69
7970,7985,53
7970,8647,29
7970,8703,32
7970,7994,26
7970,8084,33
7970,8321,43
7970,8008,27
7970,8848,40
7970,8091,26
7970,8305,60
7970,8300,47
7970,8413,22
7970,8073,25
7970,8149,55
7970,10167,24
7970,8167,32
7970,7998,24
7970,8163,25
7970,8243,36
7970,7983,30
7970,8428,21
7970,8780,56
7970,8474,65
7970,8287,66
7970,7973,70
7970,8211,60
7970,8047,27
7970,8045,21
7970,8131,37
7970,8031,30
7970,7978,29
7970,8174,33
7970,8184,45
7970,8186,26
7970,8124,28
7970,8002,31
7970,8904,26
7970,7980,24
7970,8028,25
7970,8016,26
7970,8119,41
7970,7912,12
7970,7922,33
7970,7924,26
7970,7942,77
7970,7946,43
7970,7910,35
7970,7967,32
7970,7918,56
7970,7936,24
7970,7906,58
7970,7908,25
7970,7955,25
7970,7914,58
7970,7926,39
7970,7938,44
7970,7944,26
7970,7940,46
7970,7957,46
7970,7920,28
7970,7949,33
7970,7931,36
7970,7962,61
7970,7929,37
7970,7959,41
7970,7964,28
7970,7916,50
7970,7934,67
7970,7951,23
7970,7953,34
7973,8045,37
7973,8131,62
7973,8016,70
7973,8020,82
7973,9066,81
7973,8121,89
7973,8198,109
7973,8124,73
7973,8011,95
7973,8904,55
7973,8413,40
7973,8086,126
7973,8073,39
7973,7992,100
7973,7998,58
7973,7975,86
7973,8738,36
7973,8005,72
7973,8000,85
7973,8780,50
7973,8188,53
7973,8321,58
7973,8219,64
7973,8028,66
7973,7994,65
7973,8703,37
7973,9647,49
7973,8300,101
7973,8109,36
7973,8647,61
7973,8848,43
7973,16996,1
7973,8056,57
7973,8163,52
7973,7985,98
7973,7990,64
7973,8002,51
7973,8184,78
7973,8033,81
7973,8272,69
7973,8174,52
7973,10112,39
7973,8474,98
7973,7988,60
7973,8280,54
7973,8093,76
7973,8140,54
7973,8211,76
7973,8018,67
7973,8136,75
7973,7980,70
7973,8091,72
7973,8047,71
7973,8008,59
7973,8119,73
7973,8243,95
7973,8111,54
7973,8084,73
7973,10937,5
7973,8167,54
7973,8023,71
7973,8460,83
7973,8495,48
7973,8114,75
7973,8305,76
7973,7978,65
7973,7983,63
7973,8186,77
7973,8428,42
7973,8245,83
7973,8031,62
7973,10167,43
7973,8287,100
7973,8149,103
7973,7964,72
7973,7910,51
7973,7946,107
7973,7959,75
7973,7924,56
7973,7949,76
7973,7942,92
7973,7957,88
7973,7929,91
7973,7914,96
7973,7940,79
7973,7912,38
7973,7936,67
7973,7938,93
7973,7906,81
7973,7922,71
7973,7931,75
7973,7926,90
7973,7955,43
7973,7920,58
7973,7934,77
7973,7953,94
7973,7918,84
7973,7951,59
7973,7970,70
7973,7908,55
7973,7967,82
7973,7916,92
7973,7944,38
7973,7962,58
7975,7998,51
7975,8033,63
7975,8114,65
7975,8136,85
7975,8848,58
7975,8245,75
7975,7994,58
7975,8047,61
7975,8184,79
7975,8149,106
7975,8109,42
7975,16996,1
7975,8219,69
7975,8780,51
7975,8084,68
7975,10167,43
7975,8904,49
7975,8198,95
7975,8188,52
7975,8002,51
7975,8300,94
7975,8016,52
7975,8495,37
7975,8018,61
7975,7992,90
7975,8167,46
7975,8011,103
7975,8647,52
7975,9066,83
7975,10112,40
7975,8121,72
7975,8056,55
7975,7983,57
7975,8174,43
7975,8287,104
7975,8474,87
7975,8243,82
7975,8031,50
7975,9647,41
7975,8305,81
7975,8023,72
7975,8124,47
7975,7988,51
7975,8073,44
7975,8045,27
7975,8091,61
7975,8008,56
7975,8272,72
7975,8140,48
7975,8086,59
7975,8163,47
7975,7990,56
7975,8000,78
7975,8413,42
7975,8005,60
7975,8211,76
7975,7985,88
7975,8119,84
7975,8280,54
7975,8428,42
7975,8738,40
7975,8020,73
7975,8186,73
7975,8131,49
7975,7980,48
7975,10937,3
7975,8460,77
7975,8028,63
7975,8321,42
7975,8093,70
7975,8703,42
7975,8111,46
7975,7978,51
7975,7970,53
7975,7906,86
7975,7940,74
7975,7934,92
7975,7942,96
7975,7916,111
7975,7918,98
7975,7922,49
7975,7910,60
7975,7924,38
7975,7908,55
7975,7973,86
7975,7946,86
7975,7959,75
7975,7944,32
7975,7953,70
7975,7949,69
7975,7936,44
7975,7951,53
7975,7938,81
7975,7929,71
7975,7926,64
7975,7967,70
7975,7931,53
7975,7912,21
7975,7955,45
7975,7957,91
7975,7914,84
7975,7964,74
7975,7962,57
7975,7920,49
7978,8272,165
7978,8186,93
7978,8121,46
7978,8460,90
7978,8413,127
7978,8245,43
7978,8184,70
7978,8474,40
7978,7980,143
7978,8211,47
7978,8188,233
7978,7998,219
7978,8119,58
7978,8321,51
7978,8738,22
7978,8018,153
7978,8023,53
7978,8280,35
7978,8131,261
7978,8780,17
7978,8167,275
7978,8174,191
7978,8243,263
7978,8219,58
7978,8703,43
7978,8008,201
7978,8045,170
7978,8020,64
7978,8124,285
7978,8198,59
7978,8163,104
7978,8047,95
7978,7988,250
7978,8848,26
7978,8028,213
7978,8300,74
7978,7992,113
7978,7985,56
7978,8287,56
7978,8033,174
7978,8073,160
7978,7990,43
7978,7983,280
7978,8011,68
7978,8000,82
7978,8149,75
7978,10112,64
7978,8086,110
7978,8111,29
7978,8031,103
7978,8305,56
7978,8109,16
7978,8005,208
7978,8904,193
7978,8084,246
7978,8428,182
7978,10167,26
7978,8140,221
7978,9647,137
7978,8647,235
7978,8016,229
7978,10937,5
7978,8091,210
7978,8002,46
7978,8495,261
7978,8136,41
7978,7994,161
7978,8056,41
7978,9066,47
7978,8093,110
7978,8114,60
7978,7942,89
7978,7959,80
7978,7938,90
7978,7922,215
7978,7934,82
7978,7949,303
7978,7931,103
7978,7940,41
7978,7912,152
7978,7946,56
7978,7926,67
7978,7962,36
7978,7918,99
7978,7957,69
7978,7955,174
7978,7936,167
7978,7967,118
7978,7924,252
7978,7916,55
7978,7953,242
7978,7929,140
7978,7951,157
7978,7906,45
7978,7910,53
7978,7964,175
7978,7920,175
7978,7914,53
7978,7970,29
7978,7944,129
7978,7973,65
7978,7908,198
7978,7975,51
7980,8008,132
7980,7992,52
7980,10167,23
7980,8211,39
7980,9647,101
7980,8495,141
7980,8245,36
7980,8002,34
7980,8174,123
7980,8703,28
7980,8167,138
7980,8474,49
7980,9066,26
7980,8131,149
7980,8184,44
7980,8020,39
7980,8186,85
7980,8163,84
7980,8321,32
7980,10937,5
7980,8093,108
7980,8188,142
7980,8198,53
7980,8000,62
7980,8140,127
7980,7985,43
7980,8272,120
7980,8109,17
7980,8056,29
7980,7990,26
7980,8121,38
7980,8280,27
7980,8016,155
7980,8413,92
7980,8018,105
7980,8848,23
7980,8005,130
7980,8084,130
7980,8305,32
7980,7983,150
7980,8647,139
7980,8033,125
7980,7994,142
7980,7998,142
7980,8073,100
7980,8124,160
7980,8047,76
7980,8086,113
7980,8738,17
7980,8219,41
7980,8428,121
7980,8904,141
7980,8028,145
7980,8111,24
7980,8114,47
7980,8149,57
7980,8045,122
7980,10112,53
7980,8780,18
7980,8287,49
7980,8091,139
7980,8031,79
7980,8460,44
7980,8136,42
7980,8300,55
7980,8119,38
7980,7988,141
7980,8243,153
7980,8011,53
7980,8023,25
7980,7926,62
7980,7955,114
7980,7978,143
7980,7940,36
7980,7964,119
7980,7959,54
7980,7934,41
7980,7951,115
7980,7942,47
7980,7929,126
7980,7910,37
7980,7912,102
7980,7944,96
