Source,Target,Weight
7980,7908,123
7980,7914,49
7980,7931,67
7980,7946,54
7980,7920,111
7980,7922,143
7980,7916,55
7980,7938,65
7980,7918,44
7980,7967,80
7980,7973,70
7980,7953,154
7980,7957,39
7980,7936,196
7980,7949,154
7980,7924,159
7980,7975,48
7980,7970,24
7980,7906,32
7980,7962,37
7983,7994,174
7983,8131,308
7983,8084,270
7983,7998,215
7983,8300,83
7983,8023,44
7983,8008,223
7983,8091,243
7983,8073,176
7983,8428,203
7983,8848,27
7983,8188,272
7983,8000,66
7983,8305,47
7983,8056,42
7983,8047,89
7983,7990,37
7983,8109,13
7983,7988,301
7983,8703,37
7983,8149,68
7983,8245,42
7983,8114,57
7983,8460,70
7983,8186,97
7983,8211,53
7983,8280,37
7983,8033,183
7983,8005,231
7983,8780,21
7983,9066,47
7983,10112,71
7983,8167,287
7983,8140,242
7983,8011,65
7983,8474,50
7983,8124,381
7983,8136,47
7983,8495,249
7983,8086,116
7983,8413,133
7983,8111,30
7983,8163,98
7983,8020,65
7983,7985,53
7983,10167,29
7983,8287,59
7983,8272,172
7983,8904,180
7983,8028,253
7983,8121,36
7983,8045,222
7983,8031,98
7983,8219,53
7983,10937,4
7983,8243,255
7983,8738,19
7983,8016,245
7983,8018,165
7983,8119,64
7983,7992,128
7983,9647,151
7983,8002,38
7983,8321,46
7983,8093,103
7983,8174,196
7983,8184,73
7983,8647,279
7983,8198,66
7983,7942,68
7983,7944,158
7983,7955,211
7983,7926,81
7983,7908,239
7983,7914,49
7983,7949,364
7983,7929,165
7983,7931,94
7983,7916,64
7983,7906,43
7983,7975,57
7983,7938,80
7983,7959,80
7983,7946,51
7983,7951,164
7983,7980,150
7983,7970,30
7983,7967,136
7983,7978,280
7983,7910,41
7983,7934,53
7983,7918,66
7983,7920,182
7983,7957,65
7983,7922,234
7983,7940,39
7983,7936,174
7983,7973,63
7983,7962,34
7983,7912,191
7983,7924,315
7983,7964,198
7983,7953,285
7985,8091,71
7985,8000,77
7985,7994,56
7985,7998,40
7985,8738,35
7985,8272,61
7985,8020,81
7985,8008,56
7985,8198,91
7985,8023,72
7985,8121,78
7985,8188,57
7985,8474,77
7985,8186,81
7985,8174,46
7985,7992,95
7985,8280,43
7985,8045,31
7985,8136,64
7985,8109,36
7985,8131,64
7985,8243,84
7985,8460,83
7985,8219,61
7985,8245,67
7985,8904,51
7985,8073,44
7985,8703,40
7985,8002,47
7985,8086,71
7985,8119,64
7985,8495,38
7985,8084,76
7985,8140,49
7985,8780,53
7985,8011,86
7985,8028,57
7985,8047,65
7985,8167,50
7985,8305,83
7985,8211,81
7985,8093,70
7985,8016,55
7985,10167,44
7985,8031,69
7985,8111,44
7985,8163,35
7985,8848,42
7985,8124,61
7985,8114,64
7985,7988,58
7985,9647,49
7985,8428,44
7985,8149,95
7985,10112,40
7985,8005,62
7985,8413,35
7985,8287,97
7985,10937,5
7985,8321,43
7985,8056,56
7985,8184,79
7985,9066,81
7985,8018,61
7985,8033,64
7985,8647,51
7985,8300,97
7985,7990,67
7985,7934,69
7985,7926,72
7985,7929,79
7985,7955,43
7985,7946,85
7985,7908,51
7985,7910,44
7985,7920,46
7985,7980,43
7985,7970,53
7985,7922,49
7985,7964,63
7985,7914,69
7985,7918,102
7985,7949,65
7985,7944,29
7985,7973,98
7985,7953,77
7985,7931,61
7985,7959,79
7985,7906,71
7985,7967,76
7985,7978,56
7985,7942,79
7985,7912,27
7985,7983,53
7985,7916,90
7985,7924,41
7985,7957,78
7985,7938,87
7985,7951,44
7985,7975,88
7985,7936,42
7985,7940,86
7985,7962,50
7988,8738,22
7988,8219,51
7988,8131,292
7988,8008,216
7988,8056,36
7988,8111,31
7988,8280,39
7988,8848,27
7988,8495,271
7988,9066,46
7988,8245,34
7988,8119,54
7988,8211,45
7988,8114,51
7988,7994,164
7988,8188,244
7988,8428,193
7988,8321,42
7988,8011,66
7988,8149,68
7988,8460,77
7988,8300,68
7988,8028,245
7988,8033,181
7988,8109,16
7988,8084,229
7988,8047,78
7988,10167,23
7988,9647,151
7988,8086,120
7988,8174,196
7988,8124,334
7988,8002,49
7988,8904,193
7988,8073,153
7988,8016,235
7988,7998,198
7988,8305,51
7988,7990,32
7988,8163,94
7988,8647,250
7988,8018,168
7988,10937,4
7988,8186,106
7988,8198,60
7988,8091,213
7988,8005,226
7988,10112,84
7988,8287,47
7988,8474,41
7988,8140,221
7988,8020,58
7988,8000,68
7988,8184,66
7988,8167,251
7988,8413,164
7988,7992,84
7988,8780,23
7988,8136,39
7988,8272,186
7988,8023,41
7988,8703,34
7988,8121,36
7988,8243,253
7988,8093,100
7988,8045,224
7988,8031,108
7988,7931,80
7988,7916,59
7988,7955,190
7988,7938,78
7988,7951,144
7988,7936,167
7988,7920,168
7988,7914,47
7988,7926,67
7988,7970,30
7988,7953,280
7988,7967,111
7988,7983,301
7988,7959,69
7988,7944,145
7988,7924,271
7988,7912,174
7988,7962,37
7988,7918,64
7988,7957,54
7988,7964,204
7988,7949,352
7988,7978,250
7988,7906,34
7988,7910,36
7988,7929,142
7988,7940,43
7988,7973,60
7988,7975,51
7988,7922,221
7988,7985,58
7988,7934,53
7988,7942,58
7988,7908,208
7988,7946,49
7988,7980,141
7990,8140,35
7990,8020,59
7990,8093,44
7990,8136,50
7990,8121,68
7990,8300,68
7990,8211,65
7990,8047,34
7990,8131,39
7990,8188,31
7990,8428,31
7990,8111,49
7990,8703,34
7990,8219,44
7990,8114,49
7990,8000,54
7990,8272,28
7990,8124,31
7990,8033,46
7990,8848,41
7990,8184,58
7990,8149,63
7990,8031,56
7990,8084,46
7990,10112,20
7990,8167,38
7990,8086,34
7990,8904,29
7990,8495,24
7990,8780,41
7990,8280,34
7990,8245,68
7990,8091,50
7990,9647,19
7990,10937,4
7990,8002,38
7990,8016,28
7990,8056,58
7990,8460,63
7990,8028,37
7990,8174,27
7990,8011,73
7990,8186,36
7990,8305,60
7990,8474,60
7990,9066,69
7990,7994,30
7990,8647,32
7990,8198,65
7990,8738,29
7990,8321,54
7990,8287,71
7990,8023,72
7990,7998,26
7990,8119,49
7990,8243,47
7990,8018,30
7990,10167,28
7990,8413,27
7990,8163,29
7990,16996,1
7990,8073,36
7990,8008,32
7990,7992,82
7990,8109,32
7990,8045,21
7990,8005,38
7990,7967,39
7990,7918,59
7990,7946,52
7990,7957,58
7990,7983,37
7990,7942,56
7990,7924,28
7990,7929,41
7990,7953,55
7990,7970,59
7990,7910,43
7990,7940,55
7990,7951,24
7990,7955,34
7990,7931,35
7990,7980,26
7990,7922,35
7990,7973,64
7990,7988,32
7990,7916,53
7990,7944,26
7990,7920,34
7990,7978,43
7990,7936,23
7990,7914,53
7990,7962,53
7990,7949,38
7990,7975,56
7990,7959,57
7990,7934,63
7990,7912,10
7990,7938,56
7990,7964,38
7990,7908,36
7990,7906,61
7990,7926,56
7990,7985,67
7992,8300,124
7992,8188,83
7992,8167,115
7992,8460,121
7992,8198,100
7992,8243,111
7992,8245,74
7992,8186,76
7992,8428,65
7992,8086,66
7992,8305,108
7992,8000,100
7992,8321,79
7992,9066,121
7992,8219,84
7992,8647,102
7992,8119,100
7992,8904,84
7992,10112,48
7992,8005,76
7992,8023,146
7992,8131,120
7992,8121,92
7992,8008,74
7992,8413,60
7992,8287,120
7992,8495,63
7992,9647,38
7992,8011,112
7992,8016,66
7992,8084,162
7992,8174,63
7992,8272,77
7992,8091,108
7992,16996,1
7992,8047,68
7992,8033,108
7992,8140,140
7992,8136,75
7992,8093,60
7992,8280,53
7992,8114,81
7992,8163,65
7992,8073,49
7992,8109,47
7992,8056,84
7992,8703,58
7992,8031,61
7992,8020,106
7992,8111,56
7992,7994,73
7992,10167,49
7992,10937,5
7992,8184,128
7992,8211,117
7992,8149,112
7992,8848,44
7992,8002,71
7992,8780,57
7992,8045,47
7992,8018,183
7992,7998,55
7992,8124,119
7992,8474,89
7992,8738,38
7992,8028,90
7992,7951,62
7992,7980,52
7992,7949,119
7992,7934,148
7992,7929,92
7992,7926,128
7992,7985,95
7992,7955,68
7992,7912,38
7992,7946,80
7992,7973,100
7992,7957,105
7992,7942,113
7992,7914,75
7992,7975,90
7992,7964,108
7992,7970,74
7992,7962,65
7992,7940,77
7992,7953,100
7992,7959,103
7992,7920,103
7992,7924,86
7992,7967,114
7992,7910,61
7992,7978,113
7992,7931,76
7992,7922,91
7992,7944,43
7992,7936,49
7992,7918,101
7992,7916,85
7992,7938,102
7992,7988,84
7992,7983,128
7992,7990,82
7992,7908,107
7992,7906,73
7994,8011,71
7994,8047,88
7994,8136,47
7994,8219,53
7994,8703,35
7994,8031,91
7994,8300,70
7994,8321,35
7994,8140,154
7994,8056,37
7994,8005,141
7994,8028,144
7994,8647,152
7994,10112,71
7994,8008,149
7994,8045,117
7994,8245,43
7994,8073,120
7994,8738,22
7994,8093,99
7994,8186,94
7994,8018,127
7994,8184,68
7994,10937,5
7994,8780,28
7994,9066,48
7994,8211,43
7994,8287,51
7994,8848,24
7994,8084,185
7994,8119,61
7994,8033,140
7994,8020,48
7994,8114,48
7994,8124,171
7994,8086,120
7994,8111,30
7994,9647,103
7994,8016,156
7994,8091,150
7994,8495,154
7994,8198,60
7994,8167,162
7994,8305,58
7994,8000,87
7994,8428,125
7994,7998,146
7994,8121,37
7994,8904,149
7994,8243,185
7994,10167,30
7994,8272,136
7994,8131,180
7994,8413,111
7994,8474,57
7994,8280,34
7994,8163,98
7994,8109,16
7994,8002,42
7994,8174,129
7994,8188,154
7994,8149,72
7994,8460,65
7994,8023,37
7994,7916,69
7994,7983,174
7994,7964,157
7994,7985,56
7994,7975,58
7994,7955,121
7994,7924,169
7994,7912,104
7994,7922,157
7994,7988,164
7994,7951,117
7994,7944,94
7994,7934,54
7994,7929,129
7994,7973,65
7994,7970,26
7994,7931,77
7994,7906,46
7994,7908,161
7994,7940,38
7994,7959,76
7994,7926,120
7994,7918,63
7994,7914,65
7994,7953,171
7994,7936,132
7994,7980,142
7994,7990,30
7994,7957,64
7994,7962,42
7994,7949,182
7994,7992,73
7994,7920,133
7994,7942,74
7994,7967,90
7994,7910,45
7994,7946,56
7994,7938,75
7994,7978,161
7998,8305,47
7998,8114,43
7998,8780,17
7998,8109,12
7998,8219,39
7998,8495,198
7998,8186,80
7998,8011,50
7998,8428,161
7998,8045,176
7998,8904,169
7998,8272,148
7998,8245,36
7998,8174,150
7998,8016,214
7998,8167,203
7998,8121,35
7998,8000,58
7998,8300,54
7998,8287,39
7998,8738,21
7998,8111,25
7998,8321,31
7998,8188,177
7998,8091,176
7998,8031,93
7998,8647,206
7998,8848,23
7998,8124,231
7998,8020,41
7998,9647,130
7998,8211,32
7998,8163,91
7998,8198,45
7998,8149,52
7998,8460,51
7998,8047,75
7998,8056,28
7998,10937,2
7998,8703,30
7998,8131,213
7998,8280,29
7998,8140,174
7998,8474,40
7998,8028,210
7998,8413,114
7998,8073,145
7998,8184,46
7998,10112,58
7998,10167,23
7998,8002,32
7998,8086,114
7998,8093,100
7998,8023,31
7998,8136,37
7998,8243,202
7998,8008,198
7998,9066,36
7998,8005,187
7998,8033,140
7998,8018,117
7998,8084,173
7998,8119,43
7998,7975,51
7998,7962,26
7998,7983,215
7998,7949,232
7998,7946,50
7998,7985,40
7998,7910,49
7998,7929,125
7998,7918,47
7998,7978,219
7998,7906,33
7998,7973,58
7998,7931,76
7998,7967,90
7998,7912,143
7998,7916,49
7998,7957,54
7998,7924,211
7998,7953,217
7998,7934,38
7998,7988,198
7998,7938,57
7998,7920,159
7998,7970,24
7998,7944,124
7998,7922,195
7998,7980,142
7998,7951,186
7998,7942,54
7998,7940,33
7998,7936,161
7998,7994,146
7998,7990,26
7998,7926,49
7998,7964,161
7998,7914,46
7998,7955,151
7998,7959,59
7998,7992,55
7998,7908,172
8000,8056,56
8000,8780,41
8000,8136,60
8000,8305,78
8000,8031,61
8000,8904,88
8000,8047,79
8000,8114,76
8000,8188,61
8000,8093,69
8000,8243,103
8000,8023,69
8000,8119,68
8000,8474,72
8000,8011,88
8000,8413,50
8000,8109,31
8000,8084,86
8000,8018,86
8000,8149,94
8000,8028,85
8000,8091,78
8000,8300,96
8000,8124,78
8000,8033,81
8000,8167,65
8000,8121,53
8000,8111,43
8000,8287,88
8000,8211,74
8000,9066,76
8000,8848,39
8000,8321,47
8000,8245,70
8000,8738,36
8000,8495,55
8000,8005,78
8000,8184,73
8000,9647,38
8000,8016,76
8000,8460,96
8000,8086,89
8000,8073,46
8000,16996,1
8000,8140,85
8000,8272,76
8000,8008,69
8000,8280,45
8000,10167,36
8000,10937,5
8000,8428,50
8000,8045,45
8000,10112,41
8000,8186,77
8000,8131,67
8000,8219,64
8000,8002,51
8000,8198,89
8000,8647,68
8000,8703,40
8000,8174,58
8000,8163,63
8000,8020,75
8000,7910,42
8000,7970,51
8000,7912,38
8000,7957,83
8000,7985,77
8000,7942,95
8000,7920,65
8000,7949,101
8000,7944,44
8000,7946,70
8000,7990,54
8000,7938,90
8000,7983,66
8000,7992,100
8000,7959,78
8000,7962,58
8000,7967,79
8000,7908,65
8000,7936,54
8000,7973,85
8000,7918,81
8000,7998,58
8000,7922,67
8000,7980,62
8000,7924,65
8000,7951,54
8000,7955,51
8000,7940,71
8000,7931,81
8000,7934,99
8000,7964,96
8000,7978,82
8000,7906,60
8000,7994,87
8000,7988,68
8000,7929,69
8000,7975,78
8000,7914,82
8000,7953,80
8000,7916,82
8000,7926,84
8002,8305,52
8002,8114,42
8002,8647,44
8002,8045,31
8002,8198,54
8002,8047,55
8002,8243,66
8002,8091,48
8002,8272,49
8002,8245,39
8002,8167,41
8002,8280,30
8002,9066,48
8002,9647,23
8002,8020,44
8002,8121,45
8002,8428,29
8002,8016,37
8002,8163,37
8002,8124,48
8002,8219,48
8002,10937,4
8002,8780,28
8002,10112,30
8002,8031,38
8002,8186,51
8002,8174,32
8002,8018,56
8002,8149,58
8002,8008,41
8002,8033,51
8002,8005,45
8002,8287,53
8002,8184,52
8002,8703,33
8002,8460,80
8002,10167,25
8002,8073,34
8002,8086,42
8002,8848,31
8002,8474,44
8002,8738,26
8002,8136,40
8002,8023,42
8002,8011,55
8002,8321,33
8002,8300,51
8002,8119,44
8002,8109,21
8002,8084,58
8002,8904,41
8002,8111,30
8002,8211,54
8002,8495,41
8002,8093,37
8002,8413,34
8002,8188,46
8002,8131,45
8002,8056,38
8002,8028,48
8002,8140,40
8002,7910,39
8002,7940,42
8002,7980,34
8002,7922,40
8002,7953,43
8002,7949,48
8002,7964,61
8002,7975,51
8002,7926,43
8002,7955,33
8002,7936,33
8002,7906,38
8002,7985,47
8002,7988,49
8002,7912,20
8002,7924,35
8002,7942,50
8002,7973,51
8002,7914,40
8002,7908,36
8002,7929,54
8002,7990,38
8002,7931,42
8002,7934,51
8002,7944,31
8002,7951,33
8002,7959,48
8002,7962,35
8002,7946,45
8002,7920,38
8002,7998,32
8002,7992,71
8002,7970,31
8002,7994,42
8002,8000,51
8002,7957,52
8002,7918,48
8002,7916,49
8002,7978,46
8002,7983,38
8002,7938,49
8002,7967,59
8005,8184,78
8005,8149,72
8005,8140,175
8005,8047,108
8005,8016,205
8005,8428,171
8005,8018,150
8005,8131,203
8005,8073,143
8005,8174,144
8005,8287,59
8005,8093,115
8005,8008,192
8005,8305,58
8005,10112,84
8005,8033,173
8005,8011,76
8005,8121,39
8005,8056,43
8005,8413,108
8005,8084,189
8005,8703,35
8005,9647,137
8005,8219,55
8005,8211,41
8005,8848,24
8005,8300,75
8005,10167,28
8005,8163,111
8005,8045,160
8005,8186,106
8005,8647,211
8005,8460,66
8005,8188,206
8005,8091,291
8005,8321,44
8005,8245,45
8005,8280,36
8005,8119,62
8005,8023,35
8005,8474,41
8005,8109,13
8005,8111,24
8005,8028,213
8005,8136,44
8005,8272,170
8005,8114,55
8005,8780,24
8005,8243,245
8005,8086,132
8005,9066,40
8005,8904,169
8005,10937,3
8005,8124,253
8005,8031,130
8005,8198,69
8005,8738,22
8005,8167,191
8005,8020,60
8005,8495,192
8005,7936,146
8005,7951,152
8005,7914,54
8005,7967,142
8005,7922,178
8005,7946,65
8005,7962,34
8005,7970,29
8005,7994,141
8005,7906,45
8005,7973,72
8005,7992,76
8005,7940,52
8005,7924,191
8005,7983,231
8005,8002,45
8005,7959,91
8005,7929,184
8005,7926,72
8005,7912,125
8005,7910,47
8005,7988,226
8005,7942,77
8005,7920,163
8005,7957,67
8005,7980,130
8005,8000,78
8005,7944,118
8005,7908,173
8005,7931,85
8005,7916,66
8005,7949,282
8005,7964,197
8005,7975,60
8005,7978,208
8005,7985,62
8005,7955,161
8005,7938,103
8005,7953,249
8005,7998,187
8005,7934,53
8005,7918,67
8005,7990,38
8008,8413,116
8008,8136,45
8008,8124,245
8008,8174,149
8008,8091,181
8008,8086,115
8008,8167,251
8008,8280,31
8008,8020,52
8008,8121,33
8008,8114,55
8008,10167,29
8008,8647,222
8008,8904,180
8008,10112,74
8008,9647,144
8008,8028,208
8008,8131,226
8008,8093,109
8008,8272,162
8008,8495,205
8008,8460,56
8008,8045,163
8008,8321,36
8008,8287,62
8008,8474,51
8008,8011,65
8008,8140,178
8008,8056,41
8008,8184,65
8008,8109,14
8008,8848,24
8008,8243,226
8008,8018,134
8008,8188,186
8008,8149,72
8008,8780,22
8008,8084,201
8008,8186,100
8008,8219,46
8008,8211,47
8008,8245,38
8008,8305,51
8008,9066,45
8008,8428,157
8008,8198,66
8008,8703,30
8008,8073,152
8008,8300,80
8008,8111,25
8008,8033,169
8008,8031,110
8008,8119,49
8008,8163,94
8008,8023,30
8008,8738,19
8008,8047,87
8008,10937,4
8008,8016,224
8008,7980,132
8008,7912,129
8008,7962,33
8008,7988,216
8008,7983,223
8008,7985,56
8008,7940,52
8008,7926,66
8008,7906,43
8008,7942,61
8008,8005,192
8008,7951,142
8008,7922,168
8008,7920,162
8008,7918,50
8008,7992,74
8008,7994,149
8008,7970,27
8008,8002,41
8008,7978,201
8008,7944,119
8008,7929,129
8008,7949,248
8008,7931,82
8008,7916,65
8008,7934,44
8008,7964,188
8008,7910,39
8008,7924,205
8008,7908,187
8008,7955,142
8008,7959,76
8008,7936,143
8008,7975,56
8008,7953,232
8008,7946,57
8008,7973,59
8008,7938,82
8008,7914,54
8008,8000,69
8008,7957,61
8008,7990,32
8008,7998,198
8008,7967,102
8011,8211,101
8011,8124,69
8011,8848,47
8011,8033,89
8011,10167,59
8011,8023,83
8011,8020,93
8011,8413,43
8011,8198,108
8011,8738,46
8011,8136,83
8011,8174,47
8011,8140,62
8011,8184,87
8011,8018,73
8011,9647,44
8011,8047,75
8011,8272,78
8011,8780,50
8011,8245,89
8011,8163,51
8011,8474,87
8011,8647,67
8011,8428,54
8011,8119,91
8011,8280,87
8011,8300,133
8011,8109,48
8011,8111,54
8011,8703,45
8011,9066,95
8011,8045,31
8011,8073,50
8011,8321,59
8011,8495,46
8011,10937,4
8011,8131,76
8011,8186,71
8011,8121,80
8011,8091,90
8011,8016,66
8011,8904,58
8011,16996,1
8011,8031,61
8011,8287,120
8011,8243,107
8011,8460,98
8011,8114,80
8011,8084,102
8011,8028,77
8011,8086,70
8011,8219,72
8011,8093,67
8011,8305,86
8011,8188,70
8011,8056,60
8011,10112,46
8011,8167,58
8011,8149,125
8011,7994,71
8011,7910,57
8011,7964,75
8011,7924,54
8011,7998,50
8011,7940,84
8011,7959,82
8011,7946,84
8011,7926,89
8011,7970,57
8011,7988,66
8011,7973,95
8011,7944,48
8011,8000,88
8011,7949,91
8011,7934,95
8011,7912,35
8011,7929,92
8011,7955,51
8011,8005,76
8011,7953,76
8011,7975,103
8011,7918,90
8011,7967,99
8011,7992,112
8011,7985,86
8011,7931,76
8011,7936,46
8011,7951,56
8011,8008,65
8011,7983,65
8011,7914,82
8011,7990,73
8011,7938,118
8011,7978,68
8011,8002,55
8011,7920,57
8011,7922,53
8011,7957,100
8011,7906,76
8011,7962,58
8011,7908,83
8011,7916,105
8011,7980,53
8011,7942,90
8016,8031,96
8016,8023,37
8016,8186,102
8016,8028,225
8016,8056,36
8016,8474,43
8016,8780,20
8016,8305,49
8016,8045,178
8016,8184,54
8016,8124,261
8016,8211,46
8016,8413,119
8016,8033,157
8016,8848,23
8016,8738,21
8016,8149,65
8016,8073,151
8016,8219,43
8016,8495,214
8016,8321,35
8016,8047,86
8016,8300,78
8016,8091,204
8016,8140,186
8016,8188,216
8016,8198,68
8016,8018,139
8016,8114,57
8016,10112,64
8016,8163,102
8016,8119,52
8016,9066,43
8016,8904,193
8016,8136,40
8016,8093,117
8016,8111,27
8016,8647,216
8016,8272,168
8016,8174,174
8016,9647,142
8016,8428,177
8016,8243,230
8016,8287,53
8016,8167,226
8016,8460,68
8016,8020,54
8016,8121,35
8016,8086,129
8016,8131,235
8016,8703,30
8016,8245,45
8016,10937,3
8016,8280,31
8016,8084,207
8016,8109,16
8016,10167,27
8016,7929,145
8016,7926,65
8016,7912,157
8016,7946,59
8016,7914,51
8016,7920,160
8016,7973,70
8016,8005,205
8016,7962,29
8016,7998,214
8016,7957,56
8016,7959,63
8016,7924,234
8016,8002,37
8016,7975,52
8016,7964,171
8016,7910,42
8016,7916,59
8016,7938,68
8016,7951,159
8016,7992,66
8016,7931,83
8016,7988,235
8016,7955,163
8016,7908,191
8016,7967,96
8016,7949,280
8016,7918,59
8016,7922,200
8016,7990,28
8016,7980,155
8016,7985,55
8016,7994,156
8016,8000,76
8016,7953,227
8016,7944,157
8016,8011,66
8016,7934,45
8016,7940,44
8016,7936,172
8016,7906,40
8016,7983,245
8016,7978,229
8016,7970,26
8016,8008,224
8016,7942,59
8018,8056,45
8018,8047,99
8018,8413,99
8018,8198,69
8018,8023,60
8018,8184,72
8018,8167,155
8018,8647,156
8018,8321,38
8018,8093,94
8018,8124,177
8018,10167,32
8018,8219,57
8018,8084,166
8018,8738,25
8018,8495,138
8018,8140,173
8018,10937,2
8018,8287,58
8018,9647,97
8018,8136,74
8018,8045,105
8018,8305,59
8018,8243,178
8018,8131,164
8018,8031,99
8018,8780,27
8018,8703,35
8018,8186,108
8018,8163,101
8018,8073,119
8018,8109,22
8018,8020,61
8018,8114,66
8018,8091,152
8018,8460,75
8018,8149,85
8018,8280,40
8018,8121,40
8018,8300,72
8018,8119,67
8018,8848,28
8018,8272,151
8018,8086,113
8018,8033,163
8018,8211,57
8018,8188,148
8018,8904,130
8018,8174,111
8018,10112,78
8018,9066,64
8018,8028,158
8018,8245,37
8018,8111,27
8018,8428,126
8018,8474,43
8018,7959,71
8018,7926,73
8018,7924,128
8018,7955,119
8018,7912,80
8018,7918,67
8018,8005,150
8018,7920,135
8018,7964,162
8018,7951,114
8018,7931,82
8018,7929,138
8018,7978,153
8018,7936,96
8018,7970,30
8018,8011,73
8018,7914,55
8018,7944,92
8018,7975,61
8018,8000,86
8018,7946,51
8018,8002,56
8018,7994,127
8018,7962,41
8018,8016,139
8018,7910,40
8018,7938,88
8018,7988,168
8018,7942,60
8018,7980,105
8018,7949,203
8018,8008,134
8018,7953,164
8018,7973,67
8018,7916,73
8018,7922,126
8018,7957,63
8018,7906,37
8018,7990,30
8018,7934,80
8018,7983,165
8018,7992,183
8018,7908,149
8018,7967,104
8018,7998,117
8018,7985,61
8018,7940,61
8020,8474,78
8020,10167,43
8020,8111,43
8020,8163,43
8020,10937,3
8020,8124,61
8020,8300,92
8020,8198,100
8020,8184,80
8020,8738,34
8020,8149,100
8020,8119,100
8020,8280,41
8020,8428,46
8020,8033,63
8020,8086,63
8020,8272,56
8020,8188,61
8020,8321,43
8020,8109,38
8020,8460,87
8020,8211,84
8020,8045,31
8020,8243,86
8020,8287,92
8020,8245,67
8020,9066,82
8020,8091,68
8020,8093,65
8020,8413,44
8020,8848,41
8020,8047,66
8020,8031,57
8020,8219,63
8020,8174,45
8020,8305,76
8020,9647,35
8020,8028,60
8020,8140,66
8020,8780,50
8020,8647,57
8020,8136,59
8020,8131,65
8020,8121,57
8020,8084,93
8020,8904,58
8020,8023,85
8020,10112,41
8020,8186,69
8020,8056,54
8020,8703,42
8020,8114,60
8020,8167,55
8020,8073,39
8020,8495,41
8020,7990,59
8020,7973,82
8020,7985,81
8020,8011,93
8020,7962,58
8020,7970,55
8020,8002,44
8020,8008,52
8020,7980,39
8020,7916,72
8020,7922,45
8020,7926,56
8020,7906,64
8020,7951,45
8020,7946,76
8020,7931,60
8020,7964,63
8020,7967,78
8020,7978,64
8020,7918,82
8020,7998,41
8020,8018,61
8020,7949,73
8020,7994,48
8020,7938,88
8020,7940,70
8020,7929,61
8020,7912,27
8020,7983,65
8020,7934,88
8020,7992,106
8020,7988,58
8020,7908,55
8020,7942,86
8020,7953,55
8020,7955,41
8020,7959,65
8020,7920,45
8020,7936,37
8020,8016,54
8020,7924,44
8020,7957,76
8020,7975,73
8020,7944,34
8020,7910,41
8020,7914,78
8020,8005,60
8020,8000,75
8023,8703,36
8023,8073,27
8023,8163,31
8023,8495,30
8023,8121,83
8023,8647,38
8023,8114,60
8023,8413,33
8023,8084,57
8023,8109,40
8023,8045,20
8023,8033,51
8023,10112,25
8023,8198,82
8023,8287,98
8023,16996,1
8023,8093,35
8023,8272,36
8023,8780,60
8023,8111,58
8023,8184,75
8023,8167,55
8023,8188,37
8023,8243,54
8023,8086,33
8023,8136,55
8023,8211,96
8023,8149,86
8023,8280,33
8023,8300,81
8023,9647,22
8023,8738,35
8023,8124,40
8023,8119,66
8023,9066,100
8023,8186,41
8023,8428,26
8023,8031,42
8023,8321,48
8023,8219,60
8023,8305,83
8023,10167,36
8023,8460,85
8023,8091,30
8023,8474,67
8023,10937,2
8023,8904,45
8023,8047,39
8023,8028,38
8023,8131,40
8023,8848,47
8023,8174,44
8023,8140,55
8023,8056,62
8023,8245,60
8023,8016,37
8023,7931,48
8023,7970,92
8023,7942,97
8023,7983,44
8023,8011,83
8023,7964,40
8023,8018,60
8023,7944,24
8023,7985,72
8023,7955,30
8023,7910,40
8023,8000,69
8023,7946,56
8023,7957,58
8023,7949,63
8023,7920,37
8023,7978,53
8023,7992,146
8023,7924,26
8023,7922,36
8023,7936,28
8023,7951,30
8023,7959,55
8023,7914,68
8023,7953,43
8023,7906,60
8023,7926,67
8023,7975,72
8023,7918,80
8023,8002,42
8023,8005,35
8023,7940,68
8023,7990,72
8023,7967,49
8023,7973,71
8023,7938,60
8023,8020,85
8023,7962,57
8023,7934,145
8023,7998,31
8023,7916,64
8023,7912,12
8023,7988,41
8023,8008,30
8023,7994,37
8023,7929,37
8023,7908,38
8023,7980,25
8028,8114,63
8028,8086,143
8028,8031,121
8028,8198,71
8028,8091,219
8028,9066,49
8028,9647,141
8028,8045,191
8028,8167,255
8028,10937,4
8028,8211,60
8028,8093,121
8028,8131,251
8028,8904,169
8028,8136,44
8028,8163,112
8028,8321,39
8028,8848,28
8028,8109,16
8028,8287,50
8028,8184,68
8028,8111,28
8028,8140,201
8028,8121,37
8028,8056,49
8028,8428,191
8028,8033,200
8028,8703,37
8028,10112,83
8028,8047,116
8028,8245,42
8028,8243,267
8028,8474,42
8028,8186,116
8028,8149,75
8028,8073,145
8028,8780,20
8028,8495,193
8028,8413,121
8028,8124,291
8028,8272,226
8028,8300,86
8028,8084,227
8028,8174,170
8028,8280,41
8028,8460,79
8028,8647,252
8028,8119,69
8028,8738,22
8028,10167,27
8028,8188,226
8028,8219,52
8028,8305,57
8028,8016,225
8028,7964,227
8028,7929,183
8028,7910,43
8028,7988,245
8028,7959,119
8028,7994,144
8028,7973,66
8028,7949,311
8028,8000,85
8028,8008,208
8028,7938,97
8028,7942,62
8028,7985,57
8028,7967,118
8028,7922,203
8028,7914,55
8028,7924,227
8028,7908,201
8028,7931,90
8028,7953,286
8028,7906,37
